id,created_at,text,retweet_count,favorite_count
,,,,
971419000000000000,07-03-2018 16:14,"b'The National Nutrition Mission is a landmark initiative that seeks to reduce under-nutrition and low birth weight,\xe2\x80\xa6 https://t.co/zrnvCyPqIM'",1991,8606
,,,,
971419000000000000,07-03-2018 16:13,"b'Tomorrow, on International Women\xe2\x80\x99s Day, I look forward to visiting Jhunjhunu in Rajasthan to mark the start of the\xe2\x80\xa6 https://t.co/l9zORKNZiL'",4013,23957
,,,,
971418000000000000,07-03-2018 16:09,b'Technology is being used at an unprecedented scale to further Jan Bhagidari and take important feedback from citize\xe2\x80\xa6 https://t.co/I142bxLGAJ',1008,4041
,,,,
971417000000000000,07-03-2018 16:09,b'We have never shied away from taking tough decisions in the larger interest of 125 crore Indians. Our aim is the de\xe2\x80\xa6 https://t.co/6jk9WnPv9V',1243,4784
,,,,
971417000000000000,07-03-2018 16:08,b'Everything that India has achieved in the last 3.5 years is due to the strengths and skills of our citizens. https://t.co/XjYs77O3QB',1185,5149
,,,,
971044000000000000,06-03-2018 15:23,b'Decision making process is better when there is continuous and free-flowing communication between the Government an\xe2\x80\xa6 https://t.co/0m8WyZoIKO',2676,12197
,,,,
971043000000000000,06-03-2018 15:22,"b'The 5 vital pillars of information highways- Ask, Listen, Interact, Act and Inform. https://t.co/xjqaIlYy6x'",2026,7971
,,,,
971043000000000000,06-03-2018 15:22,b'The greatest asset of a democracy is an empowered citizen. Over the last 3.5 years we have created the right enviro\xe2\x80\xa6 https://t.co/JbYIT5qqUV',1679,6338
,,,,
971043000000000000,06-03-2018 15:19,b'Transparency and accountability are vital in democracies. https://t.co/jPA5kAsDkW',2348,11980
,,,,
971042000000000000,06-03-2018 15:17,b'Happy to have inaugurated the new building of the Central Information Commission. Also launched a Mobile App of the\xe2\x80\xa6 https://t.co/lsEV0ePxLo',1589,6707
,,,,
970920000000000000,06-03-2018 07:13,"b'At a high level meeting, we had extensive deliberations on aspects relating to  Ayushman Bharat. It is our commitme\xe2\x80\xa6 https://t.co/1JIT8Kad5g'",3427,17726
,,,,
970920000000000000,06-03-2018 07:11,b'Congratulations to @SangmaConrad on taking oath as Meghalaya CM. I also congratulate all others who were sworn-in t\xe2\x80\xa6 https://t.co/JjJtCHxNL3',4016,21743
,,,,
970639000000000000,05-03-2018 12:35,b'Your passion is appreciable. You would be happy to know that we have taken many steps to change the manner in which\xe2\x80\xa6 https://t.co/LvMCAOTrKs',2218,10566
,,,,
970638000000000000,05-03-2018 12:33,b'Glad you found #ExamWarriors useful. Best of luck to Atisha. https://t.co/zJVGIlGUXk',1186,5462
,,,,
970638000000000000,05-03-2018 12:31,b'Agreed. https://t.co/8qHS2vdagW',1019,5055
,,,,
970638000000000000,05-03-2018 12:30,b'I am glad you feel so. https://t.co/sk8cKOllH6',1068,5396
,,,,
970638000000000000,05-03-2018 12:29,b'We are accountable to the people who have placed their faith in us and we are working tirelessly to fulfil the drea\xe2\x80\xa6 https://t.co/yjQNJqPbZ5',1346,6167
,,,,
970538000000000000,05-03-2018 05:54,b'Best of luck to all my young friends appearing for the CBSE Class XII and Class X examinations! Write these exams w\xe2\x80\xa6 https://t.co/cOnWtedMxk',7600,49069
,,,,
970492000000000000,05-03-2018 02:51,b'Remembering the great Biju Babu on his\xc2\xa0Jayanti. He was a visionary who tirelessly served the people of Odisha and t\xe2\x80\xa6 https://t.co/ls0VnUuQna',3458,19955
,,,,
970490000000000000,05-03-2018 02:44,b'Birthday greetings to Madhya Pradesh CM @ChouhanShivraj Ji. His humility has endeared him to all sections of societ\xe2\x80\xa6 https://t.co/BDtSFPXwMJ',2771,16046
,,,,
970251000000000000,04-03-2018 10:55,b'RT @PMOIndia: \xe0\xb2\xb8\xe0\xb2\xb0\xe0\xb3\x8d\xe0\xb2\x95\xe0\xb2\xbe\xe0\xb2\xb0\xe0\xb2\xb5\xe0\xb3\x81 \xe0\xb2\xaf\xe0\xb3\x81\xe0\xb2\xb5\xe0\xb2\x95\xe0\xb2\xb0\xe0\xb2\xb2\xe0\xb3\x8d\xe0\xb2\xb2\xe0\xb2\xbf \xe0\xb2\x95\xe0\xb3\x8c\xe0\xb2\xb6\xe0\xb2\xb2\xe0\xb3\x8d\xe0\xb2\xaf\xe0\xb2\xbe\xe0\xb2\xad\xe0\xb2\xbf\xe0\xb2\xb5\xe0\xb3\x83\xe0\xb2\xa6\xe0\xb3\x8d\xe0\xb2\xa7\xe0\xb2\xbf \xe0\xb2\xae\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xa4\xe0\xb3\x81 \xe0\xb2\xb8\xe0\xb3\x8d\xe0\xb2\xb5-\xe0\xb2\x89\xe0\xb2\xa6\xe0\xb3\x8d\xe0\xb2\xaf\xe0\xb3\x8b\xe0\xb2\x97\xe0\xb2\x95\xe0\xb3\x8d\xe0\xb2\x95\xe0\xb3\x86 \xe0\xb2\xaa\xe0\xb3\x8d\xe0\xb2\xb0\xe0\xb3\x8a\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xb8\xe0\xb2\xbe\xe0\xb2\xb9 \xe0\xb2\xa8\xe0\xb3\x80\xe0\xb2\xa1\xe0\xb3\x81\xe0\xb2\xb5 \xe0\xb2\x9c\xe0\xb3\x8a\xe0\xb2\xa4\xe0\xb3\x86\xe0\xb2\x97\xe0\xb3\x86 \xe0\xb2\x85\xe0\xb2\xb5\xe0\xb2\xb0\xe0\xb3\x81 \xe0\xb2\x89\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xaa\xe0\xb2\xbe\xe0\xb2\xa6\xe0\xb2\xbf\xe0\xb2\xb8\xe0\xb3\x81\xe0\xb2\xb5 \xe0\xb2\x89\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xaa\xe0\xb2\xa8\xe0\xb3\x8d\xe0\xb2\xa8\xe0\xb2\x97\xe0\xb2\xb3\xe0\xb2\xbf\xe0\xb2\x97\xe0\xb3\x82 \xe0\xb2\x85\xe0\xb2\xa8\xe0\xb2\x95\xe0\xb3\x82\xe0\xb2\xb2\xe0\xb2\x95\xe0\xb2\xb0 \xe0\xb2\xae\xe0\xb2\xbe\xe0\xb2\xb0\xe0\xb3\x81\xe0\xb2\x95\xe0\xb2\x9f\xe0\xb3\x8d\xe0\xb2\x9f\xe0\xb3\x86\xe2\x80\xa6',1015,0
,,,,
970251000000000000,04-03-2018 10:55,"b'RT @PMOIndia: \xe0\xb2\xaa\xe0\xb3\x8d\xe0\xb2\xb0\xe0\xb2\xa7\xe0\xb2\xbe\xe0\xb2\xa8 \xe0\xb2\xae\xe0\xb2\x82\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xb0\xe0\xb2\xbf \xe0\xb2\xae\xe0\xb3\x81\xe0\xb2\xa6\xe0\xb3\x8d\xe0\xb2\xb0\xe0\xb2\xbe \xe0\xb2\xaf\xe0\xb3\x8b\xe0\xb2\x9c\xe0\xb2\xa8\xe0\xb3\x86\xe0\xb2\xaf\xe0\xb2\xa1\xe0\xb2\xbf\xe0\xb2\xaf\xe0\xb2\xb2\xe0\xb3\x8d\xe0\xb2\xb2\xe0\xb2\xbf 11 \xe0\xb2\x95\xe0\xb3\x8b\xe0\xb2\x9f\xe0\xb2\xbf \xe0\xb2\x9c\xe0\xb2\xa8 \xe0\xb2\xb8\xe0\xb3\x8d\xe0\xb2\xb5-\xe0\xb2\x89\xe0\xb2\xa6\xe0\xb3\x8d\xe0\xb2\xaf\xe0\xb3\x8b\xe0\xb2\x97\xe0\xb2\xbf\xe0\xb2\x97\xe0\xb2\xb3\xe0\xb2\xbf\xe0\xb2\x97\xe0\xb3\x86 \xe0\xb2\xb8\xe0\xb2\xbe\xe0\xb2\xb2\xe0\xb2\x97\xe0\xb2\xb3\xe0\xb2\xa8\xe0\xb3\x8d\xe0\xb2\xa8\xe0\xb3\x81 \xe0\xb2\xac\xe0\xb2\xbf\xe0\xb2\xa1\xe0\xb3\x81\xe0\xb2\x97\xe0\xb2\xa1\xe0\xb3\x86 \xe0\xb2\xae\xe0\xb2\xbe\xe0\xb2\xa1\xe0\xb2\xb2\xe0\xb2\xbe\xe0\xb2\x97\xe0\xb2\xbf\xe0\xb2\xa6\xe0\xb3\x86, \xe0\xb2\x85\xe0\xb2\xa6\xe0\xb2\xb0\xe0\xb2\xb2\xe0\xb3\x8d\xe0\xb2\xb2\xe0\xb2\xbf \xe0\xb2\x95\xe0\xb2\xb0\xe0\xb3\x8d\xe0\xb2\xa8\xe0\xb2\xbe\xe0\xb2\x9f\xe0\xb2\x95\xe0\xb2\xa6 1 \xe0\xb2\x95\xe0\xb3\x8b\xe0\xb2\x9f\xe0\xb2\xbf 14 \xe0\xb2\xb2\xe0\xb2\x95\xe0\xb3\x8d\xe0\xb2\xb7\xe2\x80\xa6'",892,0
,,,,
970251000000000000,04-03-2018 10:55,"b""RT @PMOIndia: \xe0\xb2\xaa\xe0\xb3\x8d\xe0\xb2\xb0\xe0\xb2\xa4\xe0\xb2\xbf \xe0\xb2\x9c\xe0\xb2\xbf\xe0\xb2\xb2\xe0\xb3\x8d\xe0\xb2\xb2\xe0\xb3\x86\xe0\xb2\xaf\xe0\xb2\xb2\xe0\xb3\x8d\xe0\xb2\xb2\xe0\xb3\x82 '\xe0\xb2\x95\xe0\xb3\x8c\xe0\xb2\xb6\xe0\xb2\xb2\xe0\xb3\x8d\xe0\xb2\xaf \xe0\xb2\x85\xe0\xb2\xad\xe0\xb2\xbf\xe0\xb2\xb5\xe0\xb3\x83\xe0\xb2\xa6\xe0\xb3\x8d\xe0\xb2\xa7\xe0\xb2\xbf \xe0\xb2\x95\xe0\xb3\x87\xe0\xb2\x82\xe0\xb2\xa6\xe0\xb3\x8d\xe0\xb2\xb0\xe0\xb2\xb5\xe0\xb2\xa8\xe0\xb3\x8d\xe0\xb2\xa8\xe0\xb3\x81' \xe0\xb2\xa4\xe0\xb3\x86\xe0\xb2\xb0\xe0\xb3\x86\xe0\xb2\xaf\xe0\xb2\xb2\xe0\xb2\xbe\xe0\xb2\x97\xe0\xb3\x81\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xa4\xe0\xb2\xbf\xe0\xb2\xa6\xe0\xb3\x86. \xe0\xb2\x95\xe0\xb2\x82\xe0\xb2\xaa\xe0\xb2\xa8\xe0\xb2\xbf\xe0\xb2\x97\xe0\xb2\xb3 \xe0\xb2\x85\xe0\xb2\xb5\xe0\xb2\xb6\xe0\xb3\x8d\xe0\xb2\xaf\xe0\xb2\x95\xe0\xb2\xa4\xe0\xb3\x86\xe0\xb2\x97\xe0\xb3\x86 \xe0\xb2\x85\xe0\xb2\xa8\xe0\xb3\x81\xe0\xb2\x97\xe0\xb3\x81\xe0\xb2\xa3\xe0\xb2\xb5\xe0\xb2\xbe\xe0\xb2\x97\xe0\xb2\xbf \xe0\xb2\xaf\xe0\xb3\x81\xe0\xb2\xb5\xe0\xb2\x95\xe0\xb2\xb0\xe0\xb2\xbf\xe0\xb2\x97\xe0\xb3\x86 \xe0\xb2\xb2\xe0\xb2\x98\xe0\xb3\x81 \xe0\xb2\xae\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xa4\xe0\xb3\x81 \xe0\xb2\xa6\xe0\xb3\x80\xe0\xb2\xb0\xe0\xb3\x8d\xe0\xb2\x98\xe0\xb2\x95\xe0\xb2\xbe\xe0\xb2\xb2\xe0\xb3\x80\xe0\xb2\xa8\xe2\x80\xa6""",626,0
,,,,
970251000000000000,04-03-2018 10:55,"b'RT @PMOIndia: \xe0\xb2\xaf\xe0\xb3\x81\xe0\xb2\xb5\xe0\xb2\x95\xe0\xb2\xb0 \xe0\xb2\x95\xe0\xb3\x8c\xe0\xb2\xb6\xe0\xb2\xb2\xe0\xb3\x8d\xe0\xb2\xaf \xe0\xb2\x85\xe0\xb2\xad\xe0\xb2\xbf\xe0\xb2\xb5\xe0\xb3\x83\xe0\xb2\xa6\xe0\xb3\x8d\xe0\xb2\xa7\xe0\xb2\xbf\xe0\xb2\x97\xe0\xb2\xbe\xe0\xb2\x97\xe0\xb2\xbf \xe0\xb2\xaa\xe0\xb3\x8d\xe0\xb2\xb0\xe0\xb2\xb8\xe0\xb3\x8d\xe0\xb2\xa4\xe0\xb3\x81\xe0\xb2\xa4 \xe0\xb2\x95\xe0\xb3\x87\xe0\xb2\x82\xe0\xb2\xa6\xe0\xb3\x8d\xe0\xb2\xb0 \xe0\xb2\xb8\xe0\xb2\xb0\xe0\xb3\x8d\xe0\xb2\x95\xe0\xb2\xbe\xe0\xb2\xb0\xe0\xb2\xb5\xe0\xb3\x81 \xe0\xb2\xb9\xe0\xb3\x8a\xe0\xb2\xb8 \xe0\xb2\xb5\xe0\xb2\xbf\xe0\xb2\xa7\xe0\xb2\xbe\xe0\xb2\xa8\xe0\xb2\xb5\xe0\xb2\xa8\xe0\xb3\x8d\xe0\xb2\xa8\xe0\xb3\x81 \xe0\xb2\x85\xe0\xb2\xa8\xe0\xb3\x81\xe0\xb2\xb8\xe0\xb2\xb0\xe0\xb2\xbf\xe0\xb2\xb8\xe0\xb3\x81\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xa4\xe0\xb2\xbf\xe0\xb2\xa6\xe0\xb3\x86, \xe0\xb2\x9c\xe0\xb3\x8a\xe0\xb2\xa4\xe0\xb3\x86\xe0\xb2\x97\xe0\xb3\x86 \xe0\xb2\x85\xe0\xb2\xb5\xe0\xb2\xb0\xe0\xb3\x81 \xe0\xb2\x89\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xaa\xe0\xb2\xbe\xe0\xb2\xa6\xe0\xb2\xbf\xe0\xb2\xb8\xe0\xb3\x81\xe0\xb2\xb5 \xe0\xb2\x89\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xaa\xe0\xb2\xa8\xe0\xb3\x8d\xe0\xb2\xa8\xe0\xb2\x97\xe0\xb2\xb3\xe0\xb2\xbf\xe0\xb2\x97\xe0\xb3\x86 \xe0\xb2\xae\xe0\xb2\xbe\xe0\xb2\xb0\xe0\xb3\x81\xe0\xb2\x95\xe2\x80\xa6'",617,0
,,,,
970251000000000000,04-03-2018 10:55,b'RT @PMOIndia: \xe0\xb2\xaa\xe0\xb3\x8d\xe0\xb2\xb0\xe0\xb2\xaa\xe0\xb2\x82\xe0\xb2\x9a\xe0\xb2\xa6\xe0\xb2\xb2\xe0\xb3\x8d\xe0\xb2\xb2\xe0\xb3\x87 \xe0\xb2\xad\xe0\xb2\xbe\xe0\xb2\xb0\xe0\xb2\xa4 \xe0\xb2\x85\xe0\xb2\xa4\xe0\xb2\xbf \xe0\xb2\xb9\xe0\xb3\x86\xe0\xb2\x9a\xe0\xb3\x8d\xe0\xb2\x9a\xe0\xb3\x81 \xe0\xb2\xaf\xe0\xb3\x81\xe0\xb2\xb5\xe0\xb2\x9c\xe0\xb2\xa8\xe0\xb2\xa4\xe0\xb3\x86\xe0\xb2\xaf\xe0\xb2\xa8\xe0\xb3\x8d\xe0\xb2\xa8\xe0\xb3\x81 \xe0\xb2\xb9\xe0\xb3\x8a\xe0\xb2\x82\xe0\xb2\xa6\xe0\xb2\xbf\xe0\xb2\xb0\xe0\xb3\x81\xe0\xb2\xb5 \xe0\xb2\xb0\xe0\xb2\xbe\xe0\xb2\xb7\xe0\xb3\x8d\xe0\xb2\x9f\xe0\xb3\x8d\xe0\xb2\xb0. \xe0\xb2\xb6\xe0\xb3\x87\xe0\xb2\x95\xe0\xb2\xa1 65 \xe0\xb2\x95\xe0\xb3\x8d\xe0\xb2\x95\xe0\xb3\x82 \xe0\xb2\xb9\xe0\xb3\x86\xe0\xb2\x9a\xe0\xb3\x8d\xe0\xb2\x9a\xe0\xb3\x81 \xe0\xb2\x9c\xe0\xb2\xa8\xe0\xb2\xb0\xe0\xb3\x81 35 \xe0\xb2\xb5\xe0\xb2\xb0\xe0\xb3\x8d\xe0\xb2\xb7\xe0\xb2\x95\xe0\xb3\x8d\xe0\xb2\x95\xe0\xb2\xbf\xe0\xb2\x82\xe0\xb2\xa4 \xe0\xb2\x95\xe0\xb2\xa1\xe0\xb2\xbf\xe0\xb2\xae\xe0\xb3\x86 \xe0\xb2\xb5\xe0\xb2\xaf\xe0\xb2\xb8\xe0\xb3\x8d\xe0\xb2\xb8\xe0\xb2\xbf\xe0\xb2\xa8\xe0\xb2\xb5\xe0\xb2\xb0\xe0\xb2\xbe\xe0\xb2\x97\xe0\xb2\xbf\xe0\xb2\xa6\xe0\xb3\x8d\xe0\xb2\xa6\xe0\xb2\xbe\xe0\xb2\xb0\xe0\xb3\x86.\xe2\x80\xa6',673,0
,,,,
970251000000000000,04-03-2018 10:55,b'RT @PMOIndia: \xe0\xb2\x87\xe0\xb2\x82\xe0\xb2\xa6\xe0\xb3\x81 \xe0\xb2\xaf\xe0\xb3\x81\xe0\xb2\xb5 \xe0\xb2\x89\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xb8\xe0\xb2\xb5\xe0\xb2\x95\xe0\xb3\x8d\xe0\xb2\x95\xe0\xb3\x86 \xe0\xb2\xac\xe0\xb2\x82\xe0\xb2\xa6\xe0\xb2\xbf\xe0\xb2\xb0\xe0\xb3\x81\xe0\xb2\xb5 \xe0\xb2\xaa\xe0\xb3\x8d\xe0\xb2\xb0\xe0\xb2\xa4\xe0\xb2\xbf\xe0\xb2\xaf\xe0\xb3\x8a\xe0\xb2\xac\xe0\xb3\x8d\xe0\xb2\xac \xe0\xb2\xaf\xe0\xb2\xb5\xe0\xb2\x95 \xe0\xb2\xae\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xa4\xe0\xb3\x81 \xe0\xb2\xaf\xe0\xb3\x81\xe0\xb2\xb5\xe0\xb2\xa4\xe0\xb2\xbf\xe0\xb2\xaf\xe0\xb2\xb0\xe0\xb3\x81 \xe0\xb2\xb8\xe0\xb3\x8d\xe0\xb2\xaa\xe0\xb2\xb7\xe0\xb3\x8d\xe0\xb2\x9f \xe0\xb2\xaa\xe0\xb3\x8d\xe0\xb2\xb0\xe0\xb2\xa4\xe0\xb2\xbf\xe0\xb2\x9c\xe0\xb3\x8d\xe0\xb2\x9e\xe0\xb3\x86 \xe0\xb2\xae\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xa4\xe0\xb3\x81 \xe0\xb2\xac\xe0\xb2\xa6\xe0\xb3\x8d\xe0\xb2\xa7\xe0\xb2\xa4\xe0\xb3\x86\xe0\xb2\xaf\xe0\xb2\xbf\xe0\xb2\x82\xe0\xb2\xa6 \xe0\xb2\x95\xe0\xb3\x82\xe0\xb2\xa1\xe0\xb2\xbf\xe0\xb2\xb0\xe0\xb2\xac\xe0\xb3\x87\xe0\xb2\x95\xe0\xb3\x86\xe0\xb2\x82\xe0\xb2\xa6\xe0\xb3\x81 \xe0\xb2\x92\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xa4\xe0\xb2\xbe\xe0\xb2\xaf\xe0\xb2\xbf\xe0\xb2\xb8\xe0\xb3\x81\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xa4\xe0\xb2\xbf\xe0\xb2\xa6\xe0\xb3\x8d\xe0\xb2\xa6\xe0\xb3\x87\xe0\xb2\xa8\xe0\xb3\x86.\xe2\x80\xa6',673,0
,,,,
970251000000000000,04-03-2018 10:55,"b'RT @PMOIndia: \xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xb0\xe0\xb2\xbf\xe0\xb2\xaa\xe0\xb3\x81\xe0\xb2\xb0\xe0\xb2\xbe\xe0\xb2\xa6 \xe0\xb2\xaf\xe0\xb3\x81\xe0\xb2\xb5\xe0\xb2\x9c\xe0\xb2\xa8\xe0\xb2\xa4\xe0\xb3\x86 \xe0\xb2\xad\xe0\xb2\xaf, \xe0\xb2\xad\xe0\xb3\x8d\xe0\xb2\xb0\xe0\xb2\xb7\xe0\xb3\x8d\xe0\xb2\x9f\xe0\xb2\xbe\xe0\xb2\x9a\xe0\xb2\xbe\xe0\xb2\xb0 \xe0\xb2\xae\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xa4\xe0\xb3\x81 \xe0\xb2\xb8\xe0\xb3\x8d\xe0\xb2\xb5\xe0\xb2\x9c\xe0\xb2\xa8-\xe0\xb2\xaa\xe0\xb2\x95\xe0\xb3\x8d\xe0\xb2\xb7\xe0\xb2\xaa\xe0\xb2\xbe\xe0\xb2\xa4\xe0\xb2\xa6\xe0\xb2\xbf\xe0\xb2\x82\xe0\xb2\xa6 \xe0\xb2\x95\xe0\xb3\x82\xe0\xb2\xa1\xe0\xb2\xbf\xe0\xb2\xa6 \xe0\xb2\xb0\xe0\xb2\xbe\xe0\xb2\x9c\xe0\xb2\x95\xe0\xb3\x80\xe0\xb2\xaf\xe0\xb2\xb5\xe0\xb2\xa8\xe0\xb3\x8d\xe0\xb2\xa8\xe0\xb3\x81 \xe0\xb2\xb8\xe0\xb3\x8b\xe0\xb2\xb2\xe0\xb2\xbf\xe0\xb2\xb8\xe0\xb2\xbf\xe0\xb2\xa6\xe0\xb3\x8d\xe0\xb2\xa6\xe0\xb2\xbe\xe0\xb2\xb0\xe0\xb3\x86. \xe0\xb2\xaf\xe0\xb2\xbe\xe0\xb2\xb5\xe0\xb3\x81\xe0\xb2\xa6\xe0\xb3\x82 \xe0\xb2\x85\xe0\xb2\xb8\xe0\xb2\xbe\xe0\xb2\xa7\xe0\xb3\x8d\xe0\xb2\xaf\xe0\xb2\xb5\xe0\xb2\xb2\xe0\xb3\x8d\xe0\xb2\xb2 \xe0\xb2\x8e\xe0\xb2\xa8\xe0\xb3\x8d\xe0\xb2\xa8\xe0\xb3\x81\xe0\xb2\xb5\xe0\xb3\x81\xe0\xb2\xa6\xe0\xb2\xa8\xe0\xb3\x8d\xe0\xb2\xa8\xe0\xb3\x81 \xe0\xb2\x85\xe0\xb2\xb5\xe0\xb2\xb0\xe0\xb3\x81\xe2\x80\xa6'",637,0
,,,,
970251000000000000,04-03-2018 10:55,"b'RT @PMOIndia: \xe0\xb2\x88\xe0\xb2\xb6\xe0\xb2\xbe\xe0\xb2\xa8\xe0\xb3\x8d\xe0\xb2\xaf \xe0\xb2\xad\xe0\xb2\xbe\xe0\xb2\xb0\xe0\xb2\xa4\xe0\xb2\xa6 \xe0\xb2\xaf\xe0\xb3\x81\xe0\xb2\xb5\xe0\xb2\x95\xe0\xb2\xb0\xe0\xb2\xb2\xe0\xb3\x8d\xe0\xb2\xb2\xe0\xb2\xbf\xe0\xb2\xa8 \xe0\xb2\xac\xe0\xb2\xa6\xe0\xb3\x8d\xe0\xb2\xa7\xe0\xb2\xa4\xe0\xb3\x86\xe0\xb2\xaf \xe0\xb2\xb6\xe0\xb2\x95\xe0\xb3\x8d\xe0\xb2\xa4\xe0\xb2\xbf\xe0\xb2\xaf\xe0\xb2\xa8\xe0\xb3\x8d\xe0\xb2\xa8\xe0\xb3\x81 \xe0\xb2\xb8\xe0\xb3\x8d\xe0\xb2\xb5\xe0\xb2\xa4\xe0\xb2\x83 \xe0\xb2\xa8\xe0\xb2\xbe\xe0\xb2\xa8\xe0\xb3\x87 \xe0\xb2\xa8\xe0\xb2\xbf\xe0\xb2\xa8\xe0\xb3\x8d\xe0\xb2\xa8\xe0\xb3\x86 \xe0\xb2\x95\xe0\xb2\x82\xe0\xb2\xa1\xe0\xb2\xbf\xe0\xb2\xa6\xe0\xb3\x8d\xe0\xb2\xa6\xe0\xb3\x87\xe0\xb2\xa8\xe0\xb3\x86. \xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xb0\xe0\xb2\xbf\xe0\xb2\xaa\xe0\xb3\x81\xe0\xb2\xb0\xe0\xb2\xbe, \xe0\xb2\xa8\xe0\xb2\xbe\xe0\xb2\x97\xe0\xb2\xb2\xe0\xb3\x8d\xe0\xb2\xaf\xe0\xb2\xbe\xe0\xb2\x82\xe0\xb2\xa1\xe0\xb3\x8d \xe0\xb2\xae\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xa4\xe0\xb3\x81 \xe0\xb2\xae\xe0\xb3\x87\xe0\xb2\x98\xe0\xb2\xbe\xe0\xb2\xb2\xe0\xb2\xaf \xe0\xb2\xb8\xe0\xb3\x87\xe0\xb2\xb0\xe0\xb2\xbf\xe0\xb2\xa6\xe0\xb2\x82\xe0\xb2\xa4\xe0\xb3\x86 \xe0\xb2\xae\xe0\xb3\x82\xe0\xb2\xb0\xe0\xb3\x81 \xe0\xb2\xb0\xe0\xb2\xbe\xe0\xb2\x9c\xe0\xb3\x8d\xe2\x80\xa6'",593,0
,,,,
970251000000000000,04-03-2018 10:55,b'RT @PMOIndia: \xe0\xb2\xb8\xe0\xb3\x8d\xe0\xb2\xb5\xe0\xb2\xa4\xe0\xb2\x82\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xb0\xe0\xb2\xb5\xe0\xb2\xbe\xe0\xb2\xa6 \xe0\xb2\xb9\xe0\xb2\xb2\xe0\xb2\xb5\xe0\xb3\x81 \xe0\xb2\xa6\xe0\xb2\xb6\xe0\xb2\x95\xe0\xb2\x97\xe0\xb2\xb3 \xe0\xb2\xa8\xe0\xb2\x82\xe0\xb2\xa4\xe0\xb2\xb0 \xe0\xb2\xa6\xe0\xb3\x87\xe0\xb2\xb6\xe0\xb2\xa6\xe0\xb2\xbe\xe0\xb2\xa6\xe0\xb3\x8d\xe0\xb2\xaf\xe0\xb2\x82\xe0\xb2\xa4 \xe0\xb2\x9c\xe0\xb2\xa8\xe0\xb2\xb0\xe0\xb2\xb2\xe0\xb3\x8d\xe0\xb2\xb2\xe0\xb2\xbf \xe0\xb2\xac\xe0\xb2\xa6\xe0\xb3\x8d\xe0\xb2\xa7\xe0\xb2\xa4\xe0\xb3\x86\xe0\xb2\xaf \xe0\xb2\x89\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xb8\xe0\xb2\xbe\xe0\xb2\xb9\xe0\xb2\xb5\xe0\xb2\xa8\xe0\xb3\x8d\xe0\xb2\xa8\xe0\xb3\x81 \xe0\xb2\xa8\xe0\xb2\xbe\xe0\xb2\xb5\xe0\xb3\x81 \xe0\xb2\x95\xe0\xb2\xbe\xe0\xb2\xa3\xe0\xb3\x81\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xa4\xe0\xb2\xbf\xe0\xb2\xa6\xe0\xb3\x8d\xe0\xb2\xa6\xe0\xb3\x87\xe0\xb2\xb5\xe0\xb3\x86: PM @narendramodi',622,0
,,,,
